Time,SpeciesName,ClimateRegion,NumberAttempts,AvgTempMult,AvgMinJanTempMult,AvgSoilMoistureMult,AvgProbEst,DryDays,BeginGDD,EndGDD,
5, AbieConc, eco1, 158, 0, 1, 0.71, 0, 152.41, 0.46, 335.59, 
5, AbieConc, eco2, 860, 0, 1, 0.6, 0, 190.6, 0.37, 331.84, 
5, AbieConc, eco3, 416, 0, 1, 0.65, 0, 173.17, 0.72, 326.19, 
5, AbieConc, eco4, 494, 0.46, 1, 0.64, 0.27, 163.21, 19.47, 321.04, 
5, AbieConc, eco5, 530, 0.91, 1, 0.6, 0.36, 137.97, 51.47, 285.95, 
5, AbieConc, eco6, 683, 0.97, 1, 0.49, 0.29, 115.47, 103.43, 266.36, 
5, AbieConc, eco7, 375, 0.9, 1, 0.51, 0.3, 108.81, 108.92, 265.49, 
5, AbieConc, eco8, 79, 0.8, 1, 0.55, 0.33, 91.54, 120.39, 260.39, 
5, AbieConc, eco9, 1, 0.7, 1, 0.53, 0.32, 87, 131, 260, 
5, AbieConc, eco10, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, AbieMagn, eco1, 158, 0, 1, 0.71, 0, 149.83, 0.46, 335.41, 
5, AbieMagn, eco2, 875, 0, 1, 0.59, 0, 190.18, 0.41, 331.92, 
5, AbieMagn, eco3, 432, 0, 1, 0.63, 0, 174.55, 0.46, 326.17, 
5, AbieMagn, eco4, 524, 0.29, 1, 0.63, 0.17, 162.27, 19.82, 320.63, 
5, AbieMagn, eco5, 519, 0.85, 1, 0.59, 0.35, 138.16, 51.74, 286.1, 
5, AbieMagn, eco6, 662, 0.98, 1, 0.47, 0.28, 115.59, 103.13, 266.15, 
5, AbieMagn, eco7, 386, 0.93, 1, 0.49, 0.29, 108.83, 109.37, 265.52, 
5, AbieMagn, eco8, 76, 0.84, 1, 0.54, 0.32, 92.17, 119.74, 260.82, 
5, AbieMagn, eco9, 3, 0.73, 1, 0.52, 0.31, 86, 131, 260, 
5, AbieMagn, eco10, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, CaloDecu, eco1, 107, 0, 1, 0.73, 0, 150.54, 0.34, 335.02, 
5, CaloDecu, eco2, 493, 0, 1, 0.62, 0, 191.94, 0.26, 332.15, 
5, CaloDecu, eco3, 193, 0, 1, 0.68, 0, 169.08, 0.52, 326.68, 
5, CaloDecu, eco4, 264, 0.54, 1, 0.68, 0.32, 154.84, 20.5, 320.93, 
5, CaloDecu, eco5, 255, 0.98, 1, 0.61, 0.37, 138.7, 52.69, 286.6, 
5, CaloDecu, eco6, 484, 0.8, 1, 0.5, 0.3, 123.28, 101.68, 269.9, 
5, CaloDecu, eco7, 211, 0.63, 1, 0.51, 0.28, 119.09, 105.55, 269.98, 
5, CaloDecu, eco8, 36, 0.29, 1, 0.57, 0.17, 92.67, 119.67, 260.86, 
5, CaloDecu, eco9, 1, 0.03, 1, 0.56, 0.02, 87, 131, 260, 
5, CaloDecu, eco10, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, FX_R_SEED, eco1, 171, 0, 1, 0.74, 0, 146.51, 0.11, 335.09, 
5, FX_R_SEED, eco2, 536, 0, 1, 0.62, 0, 191.12, 0.27, 331.02, 
5, FX_R_SEED, eco3, 183, 0.36, 1, 0.7, 0.22, 161.2, 0.55, 325.9, 
5, FX_R_SEED, eco4, 215, 0.69, 1, 0.66, 0.38, 159.09, 20.85, 319.8, 
5, FX_R_SEED, eco5, 204, 0.95, 1, 0.57, 0.34, 147.67, 53.6, 289.13, 
5, FX_R_SEED, eco6, 741, 0.95, 1, 0.5, 0.3, 125.92, 99.77, 271.27, 
5, FX_R_SEED, eco7, 422, 0.88, 1, 0.49, 0.29, 118.73, 110.41, 270.63, 
5, FX_R_SEED, eco8, 40, 0.77, 1, 0.55, 0.33, 97.18, 121.75, 264.65, 
5, FX_R_SEED, eco9, 1, 0.64, 1, 0.58, 0.35, 83, 131, 260, 
5, FX_R_SEED, eco10, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, NOFX_R_SEED, eco1, 181, 0, 1, 0.74, 0, 146.81, 0.1, 335.09, 
5, NOFX_R_SEED, eco2, 520, 0, 1, 0.62, 0, 191.74, 0.4, 330.88, 
5, NOFX_R_SEED, eco3, 190, 0.36, 1, 0.7, 0.22, 159.73, 0.66, 325.46, 
5, NOFX_R_SEED, eco4, 223, 0.7, 1, 0.67, 0.39, 157.26, 21.17, 319.4, 
5, NOFX_R_SEED, eco5, 201, 0.95, 1, 0.57, 0.34, 147.28, 53.18, 289.21, 
5, NOFX_R_SEED, eco6, 734, 0.95, 1, 0.49, 0.3, 126.63, 99.71, 271.59, 
5, NOFX_R_SEED, eco7, 417, 0.88, 1, 0.49, 0.29, 118.25, 110.31, 270.15, 
5, NOFX_R_SEED, eco8, 36, 0.77, 1, 0.55, 0.33, 97.86, 121.83, 265.17, 
5, NOFX_R_SEED, eco9, 1, 0.64, 1, 0.58, 0.35, 83, 131, 260, 
5, NOFX_R_SEED, eco10, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, NOFX_NOR_SEED, eco1, 168, 0, 1, 0.74, 0, 148.09, 0, 335.54, 
5, NOFX_NOR_SEED, eco2, 518, 0, 1, 0.62, 0, 194.14, 0.45, 331.18, 
