EventID,SimulationYear,InitRow,InitColumn,InitialFireWeatherIndex,InitialDayOfYear,MaximumSpreadArea,IgnitionType,NumberOfDays,TotalSitesBurned,CohortsKilled,AvailableCohorts,MeanWindSpeed,MeanEffectiveWindSpeed,MeanWindDirection,MeanSuppressionEffectiveness,MeanFWI,MeanSpreadProbability,MeanPET,MeanWD,MeanClay,MeanFineFuels,MeanLadderFuels,MeanDNBR,TotalBiomassMortality,
1, 1, 74, 408, 7.78425874832853, 119, 216, Lightning, 1, 1, 73, 73, 10.513533006, 14.3151046924946, 143.6310635, NaN, 7.78, NaN, 0, 0, 0.118827506899834, 0, 722, 1912, 27911, 
2, 1, 104, 120, 16.4932207014874, 157, 383, Accidental, 1, 1, 26, 26, 11.7012669876, 15.6651711438106, 243.49029151, NaN, 16.49, NaN, 0, 0, 0.129999995231628, 0, 0, 2000, 6116, 
3, 1, 76, 159, 23.9636798672101, 169, 479, Accidental, 1, 1, 57, 57, 11.2436412696, 12.4109961966986, 251.87194215, NaN, 23.96, NaN, 0, 0, 0.202366456389427, 0, 128, 2000, 18986, 
4, 1, 50, 320, 21.8474919905713, 173, 522, Lightning, 1, 1, 32, 32, 13.4584844796, 19.9662913664539, 266.6795505, NaN, 21.85, NaN, 0, 0, 0.129999995231628, 0, 0, 2000, 8485, 
5, 1, 91, 126, 31.8729193755764, 178, 580, Accidental, 1, 1, 2, 2, 10.9124680536, 8.84848344114204, 356.0348785, NaN, 31.87, NaN, 0, 0, 0.129999995231628, 0, 0, 2000, 437, 
6, 1, 15, 180, 30.8252397030289, 180, 641, Accidental, 1, 1, 52, 52, 12.3253966224, 16.3363226093963, 237.37507092, NaN, 30.83, NaN, 0, 0, 0.129999995231628, 0, 405, 2000, 11762, 
7, 1, 36, 166, 27.488109836382, 181, 605, Accidental, 1, 1, 94, 94, 15.0541295796, 18.4608178655584, 251.65668824, NaN, 27.49, NaN, 0, 0, 0.129999995231628, 0, 0, 2000, 31156, 
8, 1, 79, 130, 17.1070748747238, 183, 277, Accidental, 1, 1, 35, 35, 8.220870144, 4.66036467436139, 260.52791741, NaN, 17.11, NaN, 0, 0, 0.147955849766731, 0, 0, 2000, 11092, 
9, 1, 27, 149, 24.6580954118467, 189, 566, Accidental, 1, 1, 33, 33, 14.1430038552, 19.3967567835673, 238.39618623, NaN, 24.66, NaN, 0, 0, 0.161107167601585, 0, 0, 2000, 6819, 
10, 1, 6, 128, 22.7664954391559, 191, 405, Accidental, 1, 1, 10, 10, 6.1674832764, 7.37252962634366, 237.38969724, NaN, 22.77, NaN, 0, 0, 0.129999995231628, 0, 0, 2000, 1407, 
11, 1, 4, 210, 33.1345916986617, 199, 656, Accidental, 1, 1, 14, 14, 12.5045366904, 13.9089879935636, 172.0916866, NaN, 33.13, NaN, 0, 0, 0.129999995231628, 0, 0, 2000, 2234, 
12, 1, 6, 483, 25.5805780126727, 199, 470, Lightning, 1, 1, 37, 37, 12.0498650964, 8.88237481109189, 63.8159782, NaN, 25.58, NaN, 0, 0, 0.141621828079224, 0, 660, 2000, 20976, 
13, 1, 88, 234, 32.9963059580027, 203, 656, Lightning, 1, 1, 60, 60, 8.7803357544, 14.1180958325512, 191.85875014, NaN, 33, NaN, 0, 0, 0.100000001490116, 0, 0, 2000, 17757, 
14, 1, 73, 129, 37.5939365593309, 207, 657, Accidental, 1, 1, 43, 43, 8.2340988048, 6.69636708958261, 355.8437675, NaN, 37.59, NaN, 0, 0, 0.129999995231628, 0, 173, 2000, 11922, 
15, 1, 107, 406, 34.2985226709918, 207, 635, Lightning, 1, 1, 76, 76, 11.394220662, 10.0292956308096, 142.5582755, NaN, 34.3, NaN, 0, 0, 0.0505119413137436, 0, 798, 2000, 36059, 
16, 1, 54, 476, 32.7421619660409, 207, 683, Lightning, 1, 1, 58, 58, 10.9377168084, 17.0930986381857, 153.3920425, NaN, 32.74, NaN, 0, 0, 0.120850905776024, 0, 710, 1666, 29133, 
17, 1, 11, 179, 41.0801511854214, 208, 822, Accidental, 1, 1, 60, 60, 10.964131668, 16.506716804093, 187.439876018, NaN, 41.08, NaN, 0, 0, 0.129999995231628, 0, 583, 1986, 21778, 
18, 1, 33, 154, 41.1642593085377, 212, 794, Accidental, 1, 1, 46, 46, 12.404670228, 13.6715894800717, 187.251359386, NaN, 41.16, NaN, 0, 0, 0.129999995231628, 0, 114, 2000, 11144, 
