Time,SpeciesName,ClimateRegion,NumberAttempts,AvgTempMult,AvgMinJanTempMult,AvgSoilMoistureMult,AvgProbEst,DryDays,BeginGDD,EndGDD,
5, AbieConc, eco1, 232, 0.04, 1, 0.68, 0.02, 140.99, 12.16, 295.1, 
5, AbieConc, eco2, 1315, 0.06, 1, 0.52, 0.03, 170.22, 24.27, 288.17, 
5, AbieConc, eco3, 1222, 0.5, 1, 0.5, 0.25, 165.43, 38.68, 286.47, 
5, AbieConc, eco4, 1341, 0.81, 1, 0.52, 0.31, 146.02, 62.07, 282.57, 
5, AbieConc, eco5, 1783, 0.99, 1, 0.55, 0.33, 108.36, 107.17, 277.51, 
5, AbieConc, eco6, 1779, 0.89, 1, 0.46, 0.28, 99.81, 125.28, 262.83, 
5, AbieConc, eco7, 861, 0.78, 1, 0.58, 0.35, 79.62, 130.34, 261.63, 
5, AbieConc, eco8, 176, 0.7, 1, 0.64, 0.38, 69.35, 132.24, 260.84, 
5, AbieConc, eco9, 3, 0.57, 1, 0.66, 0.34, 60, 137, 253.67, 
5, AbieConc, eco10, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, AbieMagn, eco1, 251, 0.02, 1, 0.67, 0.01, 139.65, 12.19, 294.36, 
5, AbieMagn, eco2, 1357, 0.03, 1, 0.51, 0.02, 169.69, 24.16, 288.3, 
5, AbieMagn, eco3, 1163, 0.32, 1, 0.48, 0.17, 166.48, 38.79, 286.72, 
5, AbieMagn, eco4, 1311, 0.73, 1, 0.51, 0.3, 145.09, 61.96, 282.64, 
5, AbieMagn, eco5, 1811, 0.97, 1, 0.54, 0.32, 108.8, 107.02, 277.63, 
5, AbieMagn, eco6, 1807, 0.92, 1, 0.44, 0.26, 99.84, 125.37, 262.79, 
5, AbieMagn, eco7, 852, 0.81, 1, 0.57, 0.34, 79.14, 130.4, 261.7, 
5, AbieMagn, eco8, 160, 0.73, 1, 0.63, 0.37, 68.88, 132.5, 260.59, 
5, AbieMagn, eco9, 3, 0.6, 1, 0.63, 0.36, 63.33, 137, 253.67, 
