Time,SpeciesName,ClimateRegion,NumberAttempts,AvgTempMult,AvgMinJanTempMult,AvgSoilMoistureMult,AvgProbEst,DryDays,BeginGDD,EndGDD,
5, AbieConc, eco1, 200, 0, 1, 0.71, 0, 154.86, 0.63, 338.08, 
5, AbieConc, eco2, 1118, 0, 1, 0.6, 0, 192.28, 1.43, 332.74, 
5, AbieConc, eco3, 1196, 0.01, 1, 0.61, 0.01, 184.94, 3.26, 325.42, 
5, AbieConc, eco4, 1146, 0.37, 1, 0.6, 0.21, 178.1, 19.76, 322.84, 
5, AbieConc, eco5, 1045, 0.83, 1, 0.59, 0.34, 143.33, 52.93, 290.64, 
5, AbieConc, eco6, 1540, 0.97, 1, 0.47, 0.28, 122.17, 102.94, 270.82, 
5, AbieConc, eco7, 885, 0.92, 1, 0.49, 0.29, 112.8, 109.66, 268.1, 
5, AbieConc, eco8, 165, 0.84, 1, 0.52, 0.31, 101.58, 116.35, 265.73, 
5, AbieConc, eco9, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, AbieConc, eco10, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, AbieMagn, eco1, 200, 0, 1, 0.69, 0, 158.94, 0.63, 338.79, 
5, AbieMagn, eco2, 1086, 0, 1, 0.59, 0, 192.75, 1.3, 333, 
5, AbieMagn, eco3, 1211, 0, 1, 0.6, 0, 183.87, 3.24, 325.25, 
5, AbieMagn, eco4, 1123, 0.22, 1, 0.58, 0.13, 177.33, 20.21, 322.63, 
5, AbieMagn, eco5, 1046, 0.74, 1, 0.57, 0.31, 143.57, 53.27, 291.11, 
5, AbieMagn, eco6, 1539, 0.98, 1, 0.45, 0.27, 121.5, 103.26, 270.51, 
5, AbieMagn, eco7, 895, 0.94, 1, 0.47, 0.28, 112.86, 109.88, 268.26, 
5, AbieMagn, eco8, 181, 0.87, 1, 0.5, 0.3, 102.83, 116.25, 265.65, 
5, AbieMagn, eco9, 2, 0.73, 1, 0.49, 0.3, 89.5, 131, 260, 
5, AbieMagn, eco10, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, CaloDecu, eco1, 169, 0, 1, 0.71, 0, 162.56, 0.53, 340.59, 
5, CaloDecu, eco2, 679, 0, 1, 0.63, 0, 191.55, 1.39, 333.07, 
5, CaloDecu, eco3, 713, 0.01, 1, 0.63, 0.01, 186.49, 4.1, 326.07, 
5, CaloDecu, eco4, 604, 0.43, 1, 0.63, 0.25, 177.49, 17.94, 325.56, 
5, CaloDecu, eco5, 534, 0.91, 1, 0.61, 0.35, 143.02, 53.34, 290.58, 
