Time,SpeciesName,ClimateRegion,NumberAttempts,AvgTempMult,AvgMinJanTempMult,AvgSoilMoistureMult,AvgProbEst,DryDays,BeginGDD,EndGDD,
5, AbieConc, eco1, 167, 0, 1, 0.66, 0, 139.2, 16.19, 286.6, 
5, AbieConc, eco2, 850, 0.01, 1, 0.48, 0, 173.63, 29.92, 282.9, 
5, AbieConc, eco3, 407, 0.45, 1, 0.51, 0.24, 158.63, 45.01, 281.46, 
5, AbieConc, eco4, 508, 0.78, 1, 0.54, 0.32, 140.52, 55.7, 275.56, 
5, AbieConc, eco5, 563, 0.99, 1, 0.53, 0.32, 107.39, 108.02, 269.05, 
5, AbieConc, eco6, 709, 0.91, 1, 0.46, 0.27, 100.9, 122.88, 260.68, 
5, AbieConc, eco7, 415, 0.8, 1, 0.6, 0.36, 78.05, 128.14, 260.71, 
5, AbieConc, eco8, 76, 0.74, 1, 0.67, 0.4, 67.22, 128.26, 260.09, 
5, AbieConc, eco9, 1, 0.66, 1, 0.7, 0.39, 62, 131, 260, 
5, AbieConc, eco10, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, AbieMagn, eco1, 137, 0, 1, 0.66, 0, 137.88, 16.26, 286.23, 
5, AbieMagn, eco2, 858, 0, 1, 0.46, 0, 173.95, 29.85, 282.86, 
5, AbieMagn, eco3, 427, 0.26, 1, 0.48, 0.14, 160.3, 45.62, 281.12, 
5, AbieMagn, eco4, 517, 0.68, 1, 0.52, 0.31, 140.76, 55.67, 275.5, 
5, AbieMagn, eco5, 561, 0.96, 1, 0.51, 0.31, 107.6, 108.01, 268.99, 
5, AbieMagn, eco6, 714, 0.93, 1, 0.44, 0.26, 100.57, 122.89, 260.66, 
5, AbieMagn, eco7, 379, 0.83, 1, 0.58, 0.35, 78.6, 128.49, 260.78, 
5, AbieMagn, eco8, 85, 0.77, 1, 0.67, 0.4, 66.55, 128.47, 260.16, 
5, AbieMagn, eco9, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, AbieMagn, eco10, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, CaloDecu, eco1, 109, 0, 1, 0.68, 0, 140.97, 15.91, 286.56, 
5, CaloDecu, eco2, 495, 0, 1, 0.48, 0, 176.55, 30.03, 282.6, 
5, CaloDecu, eco3, 209, 0.55, 1, 0.56, 0.3, 152.6, 44.91, 281.03, 
5, CaloDecu, eco4, 242, 0.89, 1, 0.6, 0.36, 132.62, 55.3, 276, 
5, CaloDecu, eco5, 274, 0.98, 1, 0.56, 0.33, 108.53, 107.83, 269.66, 
5, CaloDecu, eco6, 491, 0.53, 1, 0.49, 0.28, 99.97, 124.08, 261.28, 
5, CaloDecu, eco7, 236, 0.24, 1, 0.59, 0.14, 80.3, 130.87, 261.39, 
