Time,SpeciesName,ClimateRegion,NumberAttempts,AvgTempMult,AvgMinJanTempMult,AvgSoilMoistureMult,AvgProbEst,DryDays,BeginGDD,EndGDD,
5, AbieConc, eco1, 225, 0, 1, 0.72, 0, 151.94, 1.04, 336.58, 
5, AbieConc, eco2, 1173, 0, 1, 0.6, 0, 192.32, 0.79, 333.54, 
5, AbieConc, eco3, 1160, 0.01, 1, 0.6, 0, 189.23, 2.13, 327.24, 
5, AbieConc, eco4, 1286, 0.37, 1, 0.6, 0.21, 175.5, 21.95, 321.47, 
5, AbieConc, eco5, 1576, 0.8, 1, 0.59, 0.34, 142.94, 53.07, 292.26, 
5, AbieConc, eco6, 1736, 0.97, 1, 0.47, 0.28, 121.87, 102.26, 271.02, 
5, AbieConc, eco7, 908, 0.92, 1, 0.49, 0.29, 112.42, 110.99, 268.81, 
5, AbieConc, eco8, 167, 0.84, 1, 0.52, 0.31, 99.44, 119.56, 265.29, 
5, AbieConc, eco9, 3, 0.73, 1, 0.48, 0.29, 93.33, 130.67, 260.33, 
5, AbieConc, eco10, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, AbieMagn, eco1, 228, 0, 1, 0.71, 0, 149.72, 0.95, 336.24, 
5, AbieMagn, eco2, 1184, 0, 1, 0.59, 0, 192.88, 0.67, 334.37, 
5, AbieMagn, eco3, 1177, 0, 1, 0.59, 0, 189.97, 1.93, 327.57, 
5, AbieMagn, eco4, 1255, 0.21, 1, 0.58, 0.13, 176.52, 21.49, 321.91, 
5, AbieMagn, eco5, 1553, 0.71, 1, 0.58, 0.31, 143.45, 52.73, 292.37, 
5, AbieMagn, eco6, 1792, 0.97, 1, 0.46, 0.27, 121.39, 102.19, 270.85, 
5, AbieMagn, eco7, 903, 0.94, 1, 0.46, 0.28, 112.81, 110.97, 268.85, 
5, AbieMagn, eco8, 157, 0.87, 1, 0.5, 0.3, 99.76, 119.85, 265.73, 
5, AbieMagn, eco9, 3, 0.76, 1, 0.48, 0.29, 91.33, 130.67, 260.33, 
5, AbieMagn, eco10, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, CaloDecu, eco1, 169, 0, 1, 0.73, 0, 153.32, 1.17, 337.43, 
5, CaloDecu, eco2, 710, 0, 1, 0.63, 0, 191.8, 1.12, 334, 
5, CaloDecu, eco3, 733, 0.01, 1, 0.62, 0, 191.49, 1.98, 328.47, 
5, CaloDecu, eco4, 667, 0.43, 1, 0.63, 0.25, 172.41, 21.58, 322.81, 
5, CaloDecu, eco5, 882, 0.88, 1, 0.61, 0.35, 143.91, 52.75, 292.29, 
5, CaloDecu, eco6, 1335, 0.83, 1, 0.49, 0.3, 125.56, 101.36, 272.76, 
5, CaloDecu, eco7, 654, 0.63, 1, 0.5, 0.28, 115.81, 111.16, 270.44, 
5, CaloDecu, eco8, 115, 0.44, 1, 0.52, 0.21, 105.74, 119.68, 269.2, 
5, CaloDecu, eco9, 1, 0.03, 1, 0.56, 0.02, 87, 131, 260, 
5, CaloDecu, eco10, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, FX_R_SEED, eco1, 286, 0, 1, 0.72, 0, 157.29, 0.88, 338.7, 
