SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
1, 40, 1, 1, 9.03732096873391, Rx, 
1, 41, 1, 1, 8.91429757548087, Rx, 
1, 53, 1, 1, 6.0609211397, Rx, 
1, 54, 1, 1, 6.17955034507391, Rx, 
1, 55, 1, 1, 6.28112868081569, Rx, 
1, 59, 1, 1, 10.6121189825474, Rx, 
1, 60, 1, 1, 6.91598066749408, Rx, 
1, 65, 1, 1, 7.98203315235305, Rx, 
1, 66, 1, 1, 10.1628653925702, Rx, 
1, 67, 1, 1, 10.8422627953355, Rx, 
1, 70, 1, 1, 9.60208484865074, Rx, 
1, 74, 1, 1, 12.8106318270962, Rx, 
1, 83, 1, 1, 14.1536253616784, Rx, 
1, 90, 1, 1, 18.5133418091529, Rx, 
1, 96, 1, 1, 18.0297387275249, Rx, 
1, 101, 1, 1, 24.0268354716219, Rx, 
1, 112, 1, 1, 24.3041702689972, Rx, 
1, 113, 1, 1, 19.6010074851704, Rx, 
1, 114, 1, 1, 18.2777377172854, Rx, 
1, 115, 1, 1, 16.7055602674222, Rx, 
1, 116, 1, 1, 16.0481196811447, Rx, 
1, 117, 1, 1, 16.5930313722857, Rx, 
1, 121, 1, 1, 24.185378335877, Rx, 
1, 122, 1, 1, 24.1339231074965, Rx, 
1, 126, 1, 1, 19.6394180107296, Rx, 
1, 131, 1, 1, 16.4894668042966, Rx, 
1, 132, 1, 1, 18.9075664457809, Rx, 
1, 133, 1, 1, 18.587272466324, Rx, 
1, 134, 1, 1, 19.2818952802463, Rx, 
1, 136, 1, 1, 18.930075954722, Rx, 
1, 137, 1, 1, 18.857510543695, Rx, 
1, 138, 1, 1, 18.1987958474901, Rx, 
1, 139, 1, 1, 19.3548172550058, Rx, 
1, 144, 1, 1, 27.6775776912609, Rx, 
1, 145, 1, 1, 28.5663823295491, Rx, 
1, 146, 1, 1, 29.5347913705633, Rx, 
1, 147, 1, 1, 28.9008824177592, Rx, 
1, 159, 1, 1, 33.3656163884353, Rx, 
1, 163, 1, 1, 26.2169212319278, Rx, 
1, 164, 1, 1, 25.3593330900515, Rx, 
1, 165, 1, 1, 26.6220832748412, Rx, 
1, 166, 1, 1, 27.251779632231, Rx, 
1, 167, 1, 1, 27.5231807246355, Rx, 
1, 197, 1, 1, 37.2176785734157, Rx, 
1, 199, 1, 1, 33.7923411703978, Rx, 
1, 200, 1, 1, 35.2027700185389, Rx, 
1, 202, 1, 1, 34.7458373417905, Rx, 
1, 235, 1, 1, 34.8441213027846, Rx, 
1, 236, 1, 1, 27.1676909152383, Rx, 
1, 270, 1, 1, 22.1334760374287, Rx, 
1, 298, 1, 1, 23.8888254946115, Rx, 
1, 302, 1, 1, 27.5945484379181, Rx, 
1, 305, 1, 1, 12.1324385239623, Rx, 
1, 306, 1, 1, 15.6041713040999, Rx, 
1, 307, 1, 1, 18.295920720353, Rx, 
1, 311, 1, 1, 9.8203087168186, Rx, 
1, 312, 1, 1, 14.113925482912, Rx, 
1, 313, 1, 1, 14.9188610070037, Rx, 
1, 316, 1, 1, 22.396959506774, Rx, 
1, 317, 1, 1, 22.6827900235234, Rx, 
1, 320, 1, 1, 21.1875572251323, Rx, 
1, 329, 1, 1, 23.0666748717272, Rx, 
1, 338, 1, 1, 10.5218600848776, Rx, 
1, 339, 1, 1, 10.8726462442723, Rx, 
1, 343, 1, 1, 7.40795985064747, Rx, 
1, 345, 1, 1, 9.56881470804682, Rx, 
1, 346, 1, 1, 9.24738023180253, Rx, 
2, 122, 1, 1, 11.9667943066569, Rx, 
2, 125, 1, 1, 14.5873138233844, Rx, 
2, 127, 1, 1, 11.9528190457956, Rx, 
2, 131, 1, 1, 12.1222249563402, Rx, 
2, 139, 1, 1, 16.2520377255078, Rx, 
2, 140, 1, 1, 17.0556498150197, Rx, 
2, 141, 1, 1, 16.2269101748238, Rx, 
2, 142, 1, 1, 16.989301812374, Rx, 
2, 146, 1, 1, 21.8213304791739, Rx, 
2, 147, 1, 1, 21.9449050340339, Rx, 
2, 148, 1, 1, 24.3988118266256, Rx, 
2, 150, 1, 1, 23.8310218121748, Rx, 
2, 164, 1, 1, 35.6207818856364, Lightning, 
2, 167, 1, 1, 27.0780904353891, Rx, 
2, 170, 1, 1, 25.0941057797731, Rx, 
2, 171, 1, 1, 25.9259736178543, Rx, 
2, 182, 1, 1, 32.6489806225515, Rx, 
2, 183, 1, 1, 30.7856023190583, Rx, 
2, 184, 1, 1, 32.5772053003306, Rx, 
2, 193, 1, 1, 34.8696874493572, Rx, 
2, 194, 1, 1, 33.7392711451916, Rx, 
2, 198, 1, 1, 30.7095288775866, Rx, 
2, 199, 1, 1, 32.0568016923605, Rx, 
2, 200, 1, 1, 31.3939925663027, Rx, 
2, 201, 1, 1, 31.2098948672367, Rx, 
2, 217, 1, 1, 35.0741269972198, Rx, 
2, 218, 1, 1, 34.6869028485498, Rx, 
2, 227, 1, 1, 32.7392797076549, Rx, 
2, 248, 1, 1, 33.6126306077569, Rx, 
2, 249, 1, 1, 31.0885639514281, Rx, 
2, 250, 1, 1, 29.7754426642466, Rx, 
2, 252, 1, 1, 28.6848787969358, Rx, 
2, 253, 1, 1, 29.178187104921, Rx, 
2, 257, 1, 1, 25.9568900385607, Rx, 
2, 258, 1, 1, 26.2284883620445, Rx, 
2, 280, 1, 1, 21.130189832308, Rx, 
2, 283, 1, 1, 20.1053394883658, Rx, 
2, 284, 1, 1, 19.3385758635518, Rx, 
2, 291, 1, 1, 17.166354109698, Rx, 
2, 292, 1, 1, 16.6720038760028, Rx, 
2, 293, 1, 1, 17.8052683882579, Rx, 
2, 294, 1, 1, 20.029221072674, Rx, 
2, 295, 1, 1, 18.1473939977596, Rx, 
2, 296, 1, 1, 15.3424366146459, Rx, 
2, 304, 1, 1, 18.6605816000415, Rx, 
2, 305, 1, 1, 14.8941449630561, Rx, 
2, 306, 1, 1, 12.7151316513348, Rx, 
2, 307, 1, 1, 11.9819901528355, Rx, 
2, 308, 1, 1, 11.689866050129, Rx, 
2, 309, 1, 1, 12.7058639054537, Rx, 
2, 310, 1, 1, 13.1477008025449, Rx, 
2, 311, 1, 1, 14.8947800136415, Rx, 
