Time,SpeciesName,ClimateRegion,NumberAttempts,AvgTempMult,AvgMinJanTempMult,AvgSoilMoistureMult,AvgProbEst,DryDays,BeginGDD,EndGDD,
5, AbieConc, eco1, 162, 0, 1, 0.66, 0, 140.1, 15.32, 287.23, 
5, AbieConc, eco2, 933, 0.01, 1, 0.47, 0.01, 174.8, 28.77, 283.66, 
5, AbieConc, eco3, 695, 0.45, 1, 0.47, 0.23, 166.31, 47.27, 285.44, 
5, AbieConc, eco4, 594, 0.78, 1, 0.53, 0.32, 142.71, 57.26, 277.38, 
5, AbieConc, eco5, 611, 0.99, 1, 0.53, 0.32, 107.9, 107.41, 269.82, 
5, AbieConc, eco6, 695, 0.91, 1, 0.46, 0.27, 101.15, 123.38, 261.35, 
5, AbieConc, eco7, 302, 0.81, 1, 0.6, 0.36, 77.4, 127.28, 260.33, 
5, AbieConc, eco8, 82, 0.74, 1, 0.68, 0.41, 66.07, 128.16, 259.82, 
5, AbieConc, eco9, 2, 0.66, 1, 0.69, 0.39, 63.5, 131, 260, 
5, AbieConc, eco10, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, AbieMagn, eco1, 161, 0, 1, 0.65, 0, 140.12, 15.31, 287.73, 
5, AbieMagn, eco2, 924, 0.01, 1, 0.45, 0, 176.85, 28.77, 283.69, 
5, AbieMagn, eco3, 700, 0.27, 1, 0.45, 0.14, 166.4, 46.79, 285.76, 
5, AbieMagn, eco4, 615, 0.68, 1, 0.51, 0.3, 142.91, 57.68, 277.63, 
5, AbieMagn, eco5, 602, 0.97, 1, 0.52, 0.31, 107.77, 107.33, 269.96, 
5, AbieMagn, eco6, 719, 0.93, 1, 0.44, 0.26, 101.09, 123.36, 261.24, 
5, AbieMagn, eco7, 307, 0.84, 1, 0.6, 0.36, 76.41, 126.89, 260.24, 
5, AbieMagn, eco8, 70, 0.77, 1, 0.67, 0.4, 66.71, 128, 260, 
5, AbieMagn, eco9, 1, 0.69, 1, 0.69, 0.41, 62, 131, 260, 
5, AbieMagn, eco10, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, CaloDecu, eco1, 122, 0, 1, 0.67, 0, 142.93, 15.19, 287.13, 
5, CaloDecu, eco2, 546, 0.02, 1, 0.51, 0.01, 173.85, 27.38, 284.54, 
5, CaloDecu, eco3, 451, 0.55, 1, 0.51, 0.27, 167, 45.25, 287.82, 
5, CaloDecu, eco4, 401, 0.9, 1, 0.57, 0.34, 142.02, 59.85, 280.78, 
5, CaloDecu, eco5, 331, 0.97, 1, 0.57, 0.34, 107.44, 107.04, 270.79, 
5, CaloDecu, eco6, 425, 0.52, 1, 0.5, 0.28, 99.46, 125.01, 262.29, 
5, CaloDecu, eco7, 135, 0.28, 1, 0.62, 0.17, 78.13, 128.59, 261.07, 
