EventID,SimulationYear,InitRow,InitColumn,InitialFireWeatherIndex,InitialDayOfYear,MaximumSpreadArea,IgnitionType,NumberOfDays,TotalSitesBurned,CohortsKilled,AvailableCohorts,MeanWindSpeed,MeanEffectiveWindSpeed,MeanWindDirection,MeanSuppressionEffectiveness,MeanFWI,MeanSpreadProbability,MeanPET,MeanWD,MeanClay,MeanFineFuels,MeanLadderFuels,MeanDNBR,TotalBiomassMortality,
1, 1, 79, 163, 9.25857980715113, 37, 0, Rx, 1, 13, 237, 1147, 12.3655637362154, 15.3346735862409, 165.910728030769, 0, 9.29, 1, 0, 0, 0.129999995231628, 1, 510.615384615385, 251.23, 98521, 
2, 1, 202, 347, 5.53668695182672, 38, 0, Rx, 1, 13, 161, 577, 11.5558216092, 11.3797024206248, 198.76020206, 0, 5.54, 1, 0, 0, 0.114165349075427, 1, 761.076923076923, 247.31, 99570, 
3, 1, 239, 566, 7.32723284022867, 42, 0, Rx, 1, 13, 115, 361, 7.91068178215385, 7.61250189557283, 101.767480769231, 0, 8.02, 1, 0, 0, 0.13566050449243, 0.910363076923077, 549.692307692308, 393, 60172, 
4, 1, 388, 361, 11.7447348586537, 43, 0, Rx, 1, 13, 196, 800, 10.9910322279692, 12.3271482140987, 131.090445061538, 0, 11.81, 1, 0, 0, 0.130073837362803, 1, 117, 273.38, 84029, 
5, 1, 172, 180, 12.0271496807789, 45, 0, Rx, 1, 13, 208, 960, 9.7927310664, 13.1130690894014, 187.433532804, 0, 12.03, 1, 0, 0, 0.155049415735098, 1, 706.615384615385, 246.54, 82620, 
6, 1, 264, 320, 5.5516260986639, 47, 0, Rx, 1, 13, 150, 519, 10.6711152222462, 8.5510225886164, 90.7878044384615, 0, 5.5, 1, 0, 0, 0.104176247349152, 1, 663.538461538462, 257.77, 90223, 
7, 1, 246, 282, 8.82672078155076, 48, 0, Rx, 1, 13, 174, 983, 12.4519735728, 11.8757424837792, 124.5133962, 0, 8.83, 1, 0, 0, 0.156555309891701, 1, 1033.53846153846, 235.54, 98881, 
8, 1, 540, 469, 5.54573477022442, 49, 0, Rx, 1, 13, 248, 803, 10.8935371152, 11.720588613996, 153.6864113, 0, 5.55, 1, 0, 0, 0.0734505790930528, 1, 859.076923076923, 243.62, 130091, 
9, 1, 382, 266, 13.7914019369433, 57, 0, Rx, 1, 13, 191, 929, 9.48406223907693, 13.2884537367045, 185.663833872923, 0, 13.49, 1, 0, 0, 0.16563813159099, 1, 1178.07692307692, 228.85, 78872, 
10, 1, 443, 312, 6.49612106996006, 102, 0, Rx, 1, 13, 154, 513, 10.8781767911077, 10.1790893674156, 68.5803273707692, 0, 6.62, 1, 0, 0, 0.135181770874904, 1, 436.153846153846, 263.15, 69158, 
11, 1, 469, 394, 4.74880324554267, 108, 0, Rx, 1, 13, 177, 710, 10.1327296494462, 14.3248732528721, 261.873912747692, 0, 4.93, 1, 0, 0, 0.122550444534192, 1, 686.538461538462, 245.23, 114389, 
12, 1, 114, 186, 8.29382982956229, 122, 0, Rx, 1, 13, 180, 916, 9.3535796592, 10.3305484226415, 159.9711958, 0, 8.29, 1, 0, 0, 0.14945023220319, 1, 910.846153846154, 243.92, 78417, 
13, 1, 564, 276, 8.88713447804665, 123, 0, Rx, 1, 13, 166, 586, 8.4489548328, 7.92034477575063, 191.55752248, 0, 8.89, 1, 0, 0, 0.1621937167186, 1, 183.923076923077, 279.31, 66139, 
14, 1, 272, 283, 11.8461617519088, 125, 0, Rx, 1, 13, 172, 634, 9.11029164203077, 15.4857589221831, 141.864119461538, 0, 11.7, 1, 0, 0, 0.117440815728444, 1, 444.230769230769, 252.69, 91313, 
15, 1, 162, 259, 10.895914947609, 126, 0, Rx, 1, 13, 185, 790, 10.0740605256, 9.57284384685499, 239.89611136, 0, 10.9, 1, 0, 0, 0.161625809394396, 1, 809.307692307692, 250.15, 91034, 
16, 1, 29, 234, 8.88933401987967, 131, 0, Rx, 1, 13, 157, 797, 9.2552025132, 11.2324731578768, 239.20741183, 0, 8.89, 1, 0, 0, 0.129883822340232, 1, 954.461538461538, 240.15, 91422, 
17, 1, 115, 266, 9.57294847665859, 133, 0, Rx, 1, 13, 175, 904, 10.1408508612, 9.37071775728362, 103.5849126, 0, 9.57, 1, 0, 0, 0.130097436217161, 1, 858.384615384615, 249.46, 84583, 
18, 1, 78, 176, 12.020036632142, 134, 0, Rx, 1, 13, 198, 1032, 10.1485513044, 13.6652464497093, 185.091647497, 0, 12.02, 1, 0, 0, 0.160533509575404, 1, 632, 247.69, 77301, 
19, 1, 505, 382, 5.56553801856556, 137, 0, Rx, 1, 13, 149, 471, 8.5783869468, 6.19907608545062, 356.3316781, 0, 5.57, 1, 0, 0, 0.122154513230691, 1, 524.076923076923, 268.31, 65894, 
20, 1, 493, 173, 8.99392395713257, 138, 0, Rx, 1, 13, 128, 397, 7.27873552550769, 11.1036471723585, 125.598881061538, 0, 9.82, 1, 0, 0, 0.129999995231628, 1, 77.9230769230769, 277.54, 38327, 
21, 1, 403, 408, 5.26747477671367, 139, 0, Rx, 1, 13, 137, 412, 6.72097401664615, 8.04656971350661, 137.614362138462, 0, 6.2, 1, 0, 0, 0.12117831237041, 0.964726153846154, 400.076923076923, 291.15, 62789, 
22, 1, 440, 368, 6.40136222252193, 140, 0, Rx, 1, 13, 170, 542, 9.87485032135385, 13.1509481748135, 142.9210161, 0, 7.15, 1, 0, 0, 0.105602872486298, 1, 572.923076923077, 251.92, 74975, 
23, 1, 214, 211, 13.7479272928865, 141, 0, Rx, 1, 13, 167, 799, 9.43818260261539, 15.7131943102359, 217.893957367692, 0, 13.57, 1, 0, 0, 0.129999995231628, 1, 90.8461538461538, 266.77, 95185, 
24, 1, 606, 260, 13.3353556105749, 142, 0, Rx, 1, 13, 155, 508, 9.3822449688, 13.9048057234731, 213.30525123, 0, 13.34, 1, 0, 0, 0.139543561981275, 1, 501.538461538462, 252.62, 54567, 
25, 1, 678, 329, 15.7504596223694, 143, 0, Rx, 1, 13, 227, 1213, 10.4218711092, 10.9564579234636, 135.4612959, 0, 15.75, 1, 0, 0, 0.129999995231628, 1, 922.153846153846, 242.08, 87239, 
26, 1, 281, 248, 22.4713273490465, 151, 0, Rx, 1, 13, 218, 806, 11.3442634622769, 16.0181681094179, 135.669118084615, 0, 22.37, 1, 0, 0, 0.135823755310132, 1, 262, 259.38, 82013, 
27, 1, 182, 306, 16.1221908974283, 157, 0, Rx, 1, 13, 171, 599, 10.012457772, 12.9312855835116, 130.1702847, 0, 16.12, 1, 0, 0, 0.141764428179998, 1, 985.307692307692, 235.92, 107900, 
