Time,SpeciesName,ClimateRegion,NumberAttempts,AvgTempMult,AvgMinJanTempMult,AvgSoilMoistureMult,AvgProbEst,DryDays,BeginGDD,EndGDD,
5, AbieConc, eco1, 198, 0, 1, 0.71, 0, 156.55, 0.82, 338.06, 
5, AbieConc, eco2, 941, 0, 1, 0.6, 0, 191.59, 0.51, 332.46, 
5, AbieConc, eco3, 482, 0, 1, 0.65, 0, 173.96, 0.52, 328.42, 
5, AbieConc, eco4, 637, 0.4, 1, 0.62, 0.23, 172.81, 16.2, 325.97, 
5, AbieConc, eco5, 704, 0.86, 1, 0.6, 0.35, 140.51, 52.41, 288.92, 
5, AbieConc, eco6, 855, 0.97, 1, 0.47, 0.28, 120.62, 101.74, 268.4, 
5, AbieConc, eco7, 375, 0.9, 1, 0.51, 0.3, 108.64, 109.09, 265.69, 
5, AbieConc, eco8, 93, 0.82, 1, 0.53, 0.32, 95.65, 121.01, 263.48, 
5, AbieConc, eco9, 2, 0.7, 1, 0.56, 0.34, 82.5, 131, 260, 
5, AbieConc, eco10, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, AbieMagn, eco1, 187, 0, 1, 0.7, 0, 154.54, 0.48, 338.06, 
5, AbieMagn, eco2, 957, 0, 1, 0.6, 0, 188.5, 0.44, 332.39, 
5, AbieMagn, eco3, 457, 0, 1, 0.62, 0, 178.71, 0.71, 328.81, 
5, AbieMagn, eco4, 602, 0.25, 1, 0.61, 0.15, 173.8, 16.87, 325.84, 
5, AbieMagn, eco5, 742, 0.8, 1, 0.59, 0.34, 139.68, 52.69, 288.59, 
5, AbieMagn, eco6, 849, 0.98, 1, 0.45, 0.27, 120.53, 102.09, 268.62, 
5, AbieMagn, eco7, 372, 0.93, 1, 0.49, 0.29, 108.87, 109.1, 265.76, 
5, AbieMagn, eco8, 96, 0.85, 1, 0.52, 0.31, 96.5, 120.56, 264.02, 
5, AbieMagn, eco9, 1, 0.73, 1, 0.51, 0.31, 87, 131, 260, 
5, AbieMagn, eco10, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, CaloDecu, eco1, 150, 0, 1, 0.72, 0, 157.93, 0.36, 338.6, 
5, CaloDecu, eco2, 584, 0, 1, 0.63, 0, 188.62, 0.61, 333.1, 
5, CaloDecu, eco3, 250, 0, 1, 0.66, 0, 179.28, 0.3, 331.27, 
